name,symbol,mnemonic,
Kick,<span style="font-family:'MingLiU_HKSCS-ExtB'">𧘇</span>,"First of all, these legs have spikes on them (scary!). Now, what would be even worse? If these spiked legs wanted to <font color='#0a9ce6'><b>kick</b></font> you.",level5 radical
Lantern,开,"Think of an old-style lantern. It's on top of a few legs (you can only see two from this angle) and it's in a box shaped holder at the top. You can imagine these lining the streets before electricity, right? That's why this radical is a lantern.",level5 radical
Lip Ring,可,"There's a nail going into a mouth. Rather than a nail, though, it's a <font color='#0a9ce6'><b>lip ring</b></font>",level5 radical
Meat,肉,"Inside your head you can only think about people, people, and more people. This is bad, because really all you want is their <font color='#0a9ce6'><b>meat</b></font>, because you're some kind of sick cannibal... you monster. When you think of 'people' in your head, you're really just thinking about more meat you can eat.",level5 radical
Meet,会,"You have two piles of hats. They look lonely, all separate like that. You think... hmm, I wonder if I could set something up? Make these two lonely hat piles less lonely, you know what I mean? So, you set up a date, and set them up to <font color='#0a9ce6'><b>meet</b></font> each other. Of course, focus on the 'meet' part of this mnemonic. How will you get them to meet? What will happen when they meet? So on and so forth.",level5 radical
Mustache,冋,See the <font color='#0a9ce6'><b>mustache</b></font> going around the mouth? I wish I could grow a sweet mustache like this.,level5 radical
Rain,雨,Two Face (<span lang='ja'>巾</b></font>) is covered with drops of liquid. There's so many drops. This must be <font color='#0a9ce6'><b>rain</b></font>.,level5 radical
Run,走,"See the guy <font color='#0a9ce6'><b>run</b></font>ning? Don't confuse this with foot (足), though. The head is just a streak because this person is running so fast.",level5 radical
Say,言,"One. One. One. One. One. Mouth. The mouth will <font color='#0a9ce6'><b>say</b></font> one thing at a time. It's doing what mouths do best, just saying things one after another. That's why this radical is 'say.'",level5 radical
Self,自,"That little fleck / drop on your eye is what makes you unique. It's what makes you your <font color='#0a9ce6'><b>self</b></font>. It's you, you know?",level5 radical
Sunflower,里,"See the big flower at the top of the stem and ground? It's the biggest flower of them all, a bright and beautiful <font color='#0a9ce6'><b>sunflower</b></font>.",level5 radical
Tsunami,氵,"You've seen one drop (丶), but what happens when you triple this and have three drops, which happens to be the maximum number of drops you can have? You end up with a devastating <font color='#0a9ce6'><b>tsunami</b></font>, because there's too much water and nowhere for it to go. Just think of this as a lot of water. When you have a lot of water, you have a tsunami.",level5 radical
Twenty,廾,You have 十 plus 十... what do you get when you add these two kanji together? You get <font color='#0a9ce6'><b>twenty</b></font>.,level5 radical
Viking,龸 (⿱⺍冖),"This is a helmet (宀) except there's extra spikes / horns on it. Who wore helmets with horns on them, at least according to television? The <font color='#0a9ce6'><b>viking</b></font>s did.",level5 radical
Water Slide,"辶 (⻌,&nbsp;⻎)","You have a drop of water at the top, and then a squiggly looking thing that looks like it could be a slide. That's why this radical is the <font color='#0a9ce6'><b>water slide</b></font>. What fun!",level5 radical
West,西,"You have pi coming out of a mouth. '3.14,' it says. We must take the secret of the circle with us, away from here. We must go to a magical place where nobody will prosecute us for our math... a place to the <font color='#0a9ce6'><b>West!</b></font>.",level5 radical
Window,毋,"See the criss-cross in the pseudo-square shape? That's the frames of a big <font color='#0a9ce6'><b>window</b></font> you can look out of. It's not perfectly shaped like a rice field - it's more artistic, that's why this is a window and 田 is not.",level5 radical
Wolverine,ヨ,"You know <font color='#0a9ce6'><b>Wolverine</b></font> from the X-Men? He has three claws that come out of his hand whenever he needs to fight, not at all unlike the radical you see here.",level5 radical
Angel,ホ,"First of all, there's a cross making up the middle, which auto-makes this one a religion-based radical. That cross is the frame of someone's body, and the things coming off are wings. This is an <font color='#0a9ce6'><b>angel</b></font>.",level6 radical
Animal,犭,"This looks like a tail with some hairs coming off of it. It shouldn't be confused with a nailbat, though, because it's curved, and the things sticking out are more erratic, like hair or fur would be. That's why this radical is the <font color='#0a9ce6'><b>animal</b></font> radical.",level6 radical
Bad,歹,"The evening radical is under the ground. Things that happen underground at night are usually all <font color='#0a9ce6'><b>bad</b></font> things. Think of all the bad underground stuff that happens at night. Gambling, prostitution, drug dealing... you name it. It's all bad.",level6 radical
Blood,血,There's a little speck of something on your plate (<span lang='ja'>皿</b></font>). 'What is that?' you ask. Oh no... that speck is <font color='#0a9ce6'><b>BLOOD</b></font>!!! Your waiter's getting fired for sure.,level6 radical
Box,凵,"This <font color='#0a9ce6'><b>box</b></font> is open. There could be any number of things inside, but for now all you need to know is the meaning of this radical, which is box.",level6 radical
Chopsticks,斗,"There's two <font color='#0a9ce6'><b>chopsticks</b></font> grabbing on to some rice. Of course, the person using them isn't all that skilled, but we'll forgive them, for now...",level6 radical
Cyclops,向,"There's a head with a little bit of hair on the top. There's also one big eye in the middle. Only one creature has a head like this, and that creature is the <font color='#0a9ce6'><b>cyclops</b></font>.",level6 radical
Death,亡,"There's a lid on top and a lion. There's two ways to look at this. You can be stuck inside something with a lion in it (and a lid on top so you can't come out)... if this happens, surely you will meet your <font color='#0a9ce6'><b>death</b></font>. Another way to remember this radical is to think 'what's the only way to get a lion in a pot (with a lid)?' ... the only way is if the lion has already met his <font color='#0a9ce6'><b>death</b></font>.",level6 radical
Eat,食,"Under a roof you kick something white. That white thing you kicked was a big white goose. Since you killed it with the kick, you get to cook it up and <font color='#0a9ce6'><b>eat</b></font> it.",level6 radical
Fish Tail,灬,You know what fins are - double that and you have a <font color='#0a9ce6'><b>fish tail</b></font>.,level6 radical
Fortune,占,"Someone has a toe in their mouth. They are a fortune teller telling your <font color='#0a9ce6'><b>fortune</b></font>, and in order to tell your future, she has to take one of your toes and taste it. She must be a really good fortune teller if you just let her do this.",level6 radical
Jet,未,"This is like one of those <font color='#0a9ce6'><b>jet</b></font>s that have the little nose-wings going on too. Imagine you're looking at the jet from the top down, this is what it would look like (and why this is called 'jet').",level6 radical
Lack,欠,You have an enclosure around a person. Why have you captured this person? Because you <font color='#0a9ce6'><b>lack</b></font> the humans you need for your experimentation... sicko.,level6 radical
Long,長,You have a modified key radical on top of the kick radical. You kick the key as far as you can then measure the distance. How <font color='#0a9ce6'><b>long</b></font> did it travel?,level6 radical
Mama,マ,"This radical is just like the katakana character 'ma' (マ). So, let's keep things simple and make the radical <font color='#0a9ce6'><b>mama</b></font>.",level6 radical
Neck,首,"This radical looks like an alien with a big body (the eye radical, technically), with weird neck going up to a pair of little eyes on a head (the horns and leaf radicals. The thing you should focus on is the thing connecting the two - that would be the <font color='#0a9ce6'><b>neck</b></font>.",level6 radical
Pine,禾,"This radical is a tree with something extra on the top. Although it's sort of arbitrary, we're going to associate this kind of tree with a <font color='#0a9ce6'><b>pine</b></font> tree, making this radical a pine.",level6 radical
Ribs,刂,"Not only does this radical look like the hiragana/katakana character リ (which is the first two letters of the word 'ribs'), but this radical also kind of looks like <font color='#0a9ce6'><b>ribs</b></font> itself, though you'll have to turn them sideways in your mind, first.",level6 radical
Sheep,羊,"Kind of like a <font color='#0a9ce6'><b>sheep</b></font> when you look at it from above. See the two horns of the ram sheep, and the body of the sheep going back (with all its wool sticking out to the side) and then the tail in the back. It's a sheep! How cute.",level6 radical
Bird,鳥,See the cool wing on the bottom? See the head with the neat feather coming out of the top? This is a <font color='#0a9ce6'><b>bird</b></font>. Tweet tweet!,level7 radical
Black,黒,"A sunflower with a fish tail... this strange fish-flower hybrid wasn't even the right color, it was completely <font color='#0a9ce6'><b>black</b></font>... even blacker than black itself, if you can believe it.",level7 radical
Cobra,己,"This looks a lot like the snake you will learn later on, but it's different because this snake is standing up, ready to strike. Can you think of a snake that takes up this position? How about a <font color='#0a9ce6'><b>cobra</b></font>?",level7 radical
Duck,氏,"If you look at this radical the right way, you can see a <font color='#0a9ce6'><b>duck</b></font> head, facing to the right. What a majestic duck this is, too.",level7 radical
Fish,魚,"You'll want to ignore the other radicals that make up this radical (except the fish tail radical) and just look at the shape. It's like you're looking at a flatfish, laying on its side. The tail is there at the bottom, the body is the middle, and the little enclosure part is its little fish head. That's why this is a <font color='#0a9ce6'><b>fish</b></font>.",level7 radical
Gate,門,"This radical already looks like a <font color='#0a9ce6'><b>gate</b></font>, right? Just imagine a big gate with two pillars, one on either side. Then, up above are the doors, which can come down at any moment.",level7 radical
Ghost,周,"See the head radical whisping off to the left side? Also, do you see the mouth, and the strange face? It's moaning and floating around. Only one thing does this, and it is a <font color='#0a9ce6'><b>ghost</b></font>.",level7 radical
Husband,夫,"You have the radicals ground and big to make up this radical. There's a big guy on the ground... who is that big guy? Embarrassingly, it's your <font color='#0a9ce6'><b>husband</b></font>. Feel the shame that he got knocked down by a little girl, which is why he's on the ground.",level7 radical
Pig,豕,"You have 'animal' in this radical already, that should be a clue. So what kind of animal is it? The animal in and under the ground, but really it's not underground, it's just covered in mud which makes it look like it's underground. Also, there are toes laying around with it, because this animal will eat anything (good way to get rid of bodies are pig farms... I hear). So, what's this animal that's so covered in mud that it's like it's underground and eats toes because it will eat anything? It's a <font color='#0a9ce6'><b>pig</b></font>.",level7 radical
Sail,舟,"This looks like some billowing <font color='#0a9ce6'><b>sail</b></font>s being puffed up by the wind, which is why this radical is 'sail.'",level7 radical
Soldier,矛,"This radical is a dude standing up straight, swinging his arms with his march, and carrying a sword (which hangs off to the left). That's why this is the <font color='#0a9ce6'><b>soldier</b></font> radical.",level7 radical
Stamp,卩,"This radical looks a little like the letter 'P' right? It's a 'P' printed onto something... or, maybe it's not printed, it's a <font color='#0a9ce6'><b>stamp</b></font> that's been put on the paper. Peter Parker likes to use stamps instead of pens.",level7 radical
Table,几,What happens when you put a flat surface on top of a pair of legs? You get a <font color='#0a9ce6'><b>table</b></font>.,level7 radical
Wing,勿,"See the <font color='#0a9ce6'><b>wing</b></font>? It's kind of like a bat wing, or something like that. Either way, it's just a wing.",level7 radical
Yellow,黄,"The flowers coming out of the ground in the rice paddy looked just like fish fins. The even stranger thing, though, is that they made everything around them completely <font color='#0a9ce6'><b>yellow</b></font>. Be sure to imagine the surrounding area as so incredibly yellow it hurts your eyes.",level7 radical
Boobs,云,"This radical consists of two piles. Whether you're a dude or a gal, you probably have two piles on your chest. That's why these are <font color='#0a9ce6'><b>boobs</b></font>.",level8 radical
Cage,匚,"This radical is a <font color='#0a9ce6'><b>cage</b></font> because it's covered on all sides but one (the one open side is where the cage door or gate is). There's nothing inside this <font color='#0a9ce6'><b>cage</b></font> because there's no gate, and whatever was inside has gotten out. I hope it wasn't rabid...",level8 radical
Cloak,<span style="font-family:'MingLiU_HKSCS-ExtB'">𠃌</span>,"The <font color='#0a9ce6'><b>cloak</b></font> goes over everything. It protects it and keeps hidden whatever is below it. This looks like a cloak too, right? The right side is the cape part, coming down, and the top part is the part you tie around your neck.",level8 radical
Compare,比,"This radical is made up of two slightly different versions of the spoon radical (which you should already know). Each spoon radical is kind of different, though, so you have to look at them carefully and <font color='#0a9ce6'><b>compare</b></font> them to find said differences.",level8 radical
Gravity,易,"The sun has a wing on it. That wing symbolizes the sun spinning around, pulling the planets in. That's the <font color='#0a9ce6'><b>gravity</b></font> of the sun, so remember this radical as 'gravity'.",level8 radical
Hills,之,See the rolling <font color='#0a9ce6'><b>hills</b></font> with the road going off into the background to another hill? That's why this radical is called 'hills.',level8 radical
Hole,穴,"You have a helmet on top of a volcano. What is the helmet covering on the top of the volcano? Why, it's definitely covering the <font color='#0a9ce6'><b>hole</b></font> at the top. Imagine it bubbling and trying to push the helmet off so it can shoot lava and ash out of its hole.",level8 radical
Hook,ユ,There's a flat line for where the hand was cut off. In it is a <font color='#0a9ce6'><b>hook</b></font> like a pirate might have. Yarrrr.,level8 radical
Horse,馬,"Don't confuse this radical with bird. It looks similar with the wing on the bottom and the shape on top, but it doesn't have a feather sticking out of the top of its head. So while it moves fast like it has wings, it's no bird, it's a <font color='#0a9ce6'><b>horse</b></font>.",level8 radical
Ikea,殳,"This radical has both table and stool in it, shrunken down into a small space. Who else does that (and also has tables and stools?)? It would have to be the incredible furniture company <font color='#0a9ce6'><b>Ikea</b></font>!",level8 radical
Sauron,罒,This is a sideways eye. Who's big eye is this? It's <font color='#0a9ce6'><b>Sauron</b></font>'s eye. He's looking for those hobbits he is.,level8 radical
Sickle,釆,"Most of this radical is just the rice radical, but the top part is something coming to cut the rice from its stalk. That, my friend, is the <font color='#0a9ce6'><b>sickle</b></font>.",level8 radical
Snake,巳,"There's two ways to remember this one. First, you could look at this and see it's a coiled up <font color='#0a9ce6'><b>snake</b></font>. Or, if you want, you can imagine it as a snake head, with its face facing to the right (see it's open mouth?). We may use either when learning a kanji, but for now you can pick the one that fits best with your memorization style. Just make sure you get to snake when you see this radical.",level8 radical
Suit,合,"You find a hat on the ground with a weird mouth as the design on the front. You think it looks weird, but when you put it on, you find it <font color='#0a9ce6'><b>suit</b></font>s you quite well. Imagine yourself feeling not so sure about this hat at first. But, once you put it on, you feel pleasantly surprised.",level8 radical
Tongue,舌,"Imagine a wall with a thousand mouths on it. Every space is filled with mouths, all writhing around and doing gross things. Then, as if signaled, they all stick their <font color='#0a9ce6'><b>tongue</b></font>s out at the same time, trying to lick you. You try to back up, but there’s another wall of a thousand mouths, all sticking their tongues out too.",level8 radical
Waiter,片,"The <font color='#0a9ce6'><b>waiter</b></font> is walking towards you with a dish in his hand (you see it in his outstretched arm?). That's how you know he's a waiter, he's bringing you your food.",level8 radical
Brush,聿,It's easier to imagine if you turn your head sideways. The left side of this radical is the <font color='#0a9ce6'><b>brush</b></font>. See all the bristles?,level9 radical
Butcher,阝,"This radical looks like the letter 'B' - what does 'B' stand for? In this case, it stands for <font color='#0a9ce6'><b>butcher</b></font>.",level9 radical
Cleat,爫,"There's the bottom of the shoe and the spikes coming out of it. Only one kind of shoe is like this, and that is a <font color='#0a9ce6'><b>cleat</b></font>.",level9 radical
Clown,咅,"<font color='#0a9ce6'><b>Clowns</b></font> do weird tricks. One trick they might do is stand on their mouth (or, stand on someone else's mouth). Imagine a clown doing either one of these things to remember this radical: clown.",level9 radical
Devil,反,"You've probably seen how the identical kanji <span lang='ja'>反</b></font> means <font color='#e20096'><b>anti</b></font>. I want you to have a better radical for that, though, since it comes up a lot. When you think of the word 'anti' what do you think of? How about the Anti-Christ? Who does he work for? That's the <font color='#0a9ce6'><b>devil</b></font>.",level9 radical
Heavy,重,"This radical is made up of a thousand sunflowers. If you tried to lift them, what would it be? Well, quite <font color='#0a9ce6'><b>heavy</b></font>, for one.",level9 radical
History,史,A mouth that's talking about treasure... That sounds more like <font color='#0a9ce6'><b>history</b></font> to me. Don't go searching for it.,level9 radical
Hut,介,"See the roof on top of this little building? It's like a little <font color='#0a9ce6'><b>hut</b></font> you might see next to a beach, or something!",level9 radical
Pope,⿱十目,Someone has crosses for eyes. That would have to be someone really religious in Catholicism. Who's number one over there? That would be the <font color="#0a9ce6"><b>Pope</b></font>.,level9 radical
Spicy,辛,"You're standing up on top of a cross. Why? Because you ate something so <font color='#0a9ce6'><b>spicy</b></font> that it caused you to beg Jesus for mercy. You need to save your mouth from the spicy flames. To make sure he hears you, you stand up on the closest cross. Make sure to feel how spicy this is in your mouth to remember it better!",level9 radical
Tent,癶,"Kind of a strange <font color='#0a9ce6'><b>tent</b></font>, I'll admit, but one that will protect you from things trying to get in (that's why it has all the spikes). It's the best you can do considering you're in a cloth building.",level9 radical
Train,𡗗,This radical looks like a railway track going off into the distance. What rides on railway tracks? That would be a <font color='#e20096'><b>train</b></font>.,level9 radical
Alcohol,酉,See the West radical on top of the mouth radical? Think of someone's mouth who is from the wild west (like in a cowboy movie). What is always in their mouth? It's <font color='#0a9ce6'><b>alcohol</b></font>.,level10 radical
Beans,豆,"This radical has a pod (the square in the middle) between the ground and some roots. That pod is going to turn into a plant someday. What plant will it be? Great big <font color='#0a9ce6'><b>beans</b></font>, like the ones from Jack and the Beanstalk.",level10 radical
Chinese,𦰩,"Why is your husband putting flowers in his mouth? It's because he's <font color='#0a9ce6'><b>Chinese</b></font>. It's just something they do over there, you explain. Imagine that you have a husband if you don't, and imagine him actually doing this.",level10 radical
Dynamite,丙,Doesn't this radical look like one of those old fashioned <font color='#0a9ce6'><b> dynamite</b></font> things that gets pushed to set the fuse? That's why we're calling this radical 'dynamite.',level10 radical
Ent,束,"There is a tree with a mouth on it. In terms of trees with mouths, I think Tree <font color='#0a9ce6'><b>Ent</b></font>s make the most sense. They're the big tree people from the Lord Of The Rings trilogy. Go watch those movies / read those books and come back if you need to know more.",level10 radical
Fault,失,This is the same as the kanji <span lang='ja'>失</b></font> and shares the meaning too: <font><b>fault</b></font>.,level10 radical
Geoduck,頁,"This radical consists of a clam with a leaf on it. Because that's so general and not all that useful ('leaf clam' won't cut it), we're going to make this radical <font color=""#0a9ce6""><b>geoduck</b></font> as it's a very distinct clam-like creature. If you don't know what a geoduck is, look it up. It's quite bizarre. It's also (for our sake) a clam with a leaf on its head. Perhaps it's embarrassed of what it is, so it's trying to hide itself?",level10 radical
Kiss,各,"When you combine winter and mouth, you get winter mouth. What is the 'Winter Mouth,' then? For this radical, it's going to be a <font color='#0a9ce6'><b>kiss</b></font>. Imagine someone coming in with a mouth covered in ice, trying to kiss you. This is what the Winter Mouth does. Let it kiss you - it's extremely cold!",level10 radical
Music,曲,"This radical is the same as the kanji 曲, which you learned earlier, making this radical <font color='#0a9ce6'><b>music</b></font>.",level10 radical
Sick,疒,There's a mullet radical with ice running down the back. This person is so cold that they're creating ice out of their mullet. They are obviously very <font color='#0a9ce6'><b>sick</b></font>. Be sure to image them with a pus-covered face while they sneeze and try to brush the ice away. Try to imagine the sickest person you can.,level10 radical
Stairs,乃,"See the <font color='#0a9ce6'><b>stairs</b></font> shape on the right side? Also note it's being held up by a pillar or beam or something, to make sure the stairs don't just collapse as you walk up them.",level10 radical
Superman,辰,Who's strong enough to kick someone inside of a cliff then under the ground? the only person I can think of that strong is <font color='#0a9ce6'><b>superman</b></font>.,level10 radical
Tombstone,圣,What are stool graves? They're <font color='#0a9ce6'><b>tombstone</b></font>s. Just imagine yourself sitting on one like it's a stool.,level10 radical
Turkey,隹,"This looks kind of like the top of the bird radical, but not quite. It's kind of a dumb looking bird radical top. What's a dumb bird, so dumb that it would look into the sky to drown itself with its mouth open? A <font color='#0a9ce6'><b>turkey</b></font>.",level10 radical
Bear,㠯,"This looks like the letter 'B,' which stands for <font color='#0a9ce6'><b>bear</b></font>. B for Bear!",level11 radical
Blackjack,<span style="font-family:'MingLiU_HKSCS-ExtB'">𠀎</span>,You have the radical twenty and the kanji one. Put those together and you get 21. What's another name for 21? That's <font color='#0a9ce6'><b>blackjack</b></font>.,level11 radical
Boob,𠫓,"Before you had two piles. Now you only have one. One pile is singular, that's why this pile is just a single <font color=""#0a9ce6""><b>boob</b></font>. Also, it has a little nipple on there, making it more boob-like, whether it's a dude-boob or a lady-boob, that's up to your own imagination.",level11 radical
Drunkard,戈,"This is a ceremony radical with a slide radical. Remember how the guy at the ceremony has been drinking? Well, now he's really drunk (a <font color='#0a9ce6'><b>drunkard</b></font>) and walking like he's sliding down a slide, no control over his body.",level11 radical
Escalator,及,"Do you remember stairs? This radical is a lot like that, but it has extra bits and pieces. It's still stairs... but it's more complicated. That's why it's an <font color='#0a9ce6'><b>escalator</b></font> instead!",level11 radical
Few,少,This is the same as the kanji you learned previously (少). The meaning is the same too: <font color='#0a9ce6'><b>few</b></font>.,level11 radical
Good,艮,"You wouldn't think so, but kicking the sun is a really <font color='#0a9ce6'><b>good</b></font> thing. If you don't kick it every once in a while, it won't come up. So, don't forget that it's good to kick the sun, okay?",level11 radical
Older Brother,兄,"This radical is the same as the kanji you learned earlier, 兄. The meanings are the same too, <font color='#0a9ce6'><b>older brother</b></font>.",level11 radical
Orders,令,The 'Hat-Ground' stamp is on this envelope. That can only mean one thing: <font color='#0a9ce6'><b>Orders</b></font> from HQ. Imagine this stamp on some orders for you - read the orders out loud to help yourself remember that this hat-ground stamp means 'orders' and nothing else.,level11 radical
Say Humbly,申,"This radical is the same as the kanji you learned earlier, 申. They have the same meanings too. This radical means <font color='#0a9ce6'><b>say humbly</b></font>.",level11 radical
Skin,皮,"The <font color='#0a9ce6'><b>skin</b></font> radical is the same as the skin <font color='#e20096'><b>kanji</b></font> you learned in lesson four, but here's a little story in case you forgot.",level11 radical
Sound,音,"This radical is the same as the kanji you learned before, 音. It has the same meaning, too: <font color='#0a9ce6'><b>sound</b></font>.",level11 radical
Temple,寺,"This radical looks kind of like a <font color='#0a9ce6'><b>temple</b></font> on a hill maybe, no? With all the layers, n' stuff? Just picture that first horizontal line as the base of the ornate temple balancing on that hill underneath it and you'll have no problem remembering this radical.",level11 radical
Witch Doctor,単,Doesn't this radical look like a <font color='#0a9ce6'><b>witch doctor</b></font> standing there with a mask and feathers / other things in his hair?,level11 radical
Beforehand,予,This radical is the same as the kanji. It means <font color='#0a9ce6'><b>Beforehand</b></font>.,level12 radical
Big Bird,廴,This looks like something that's really big taking huge steps. It also looks like it has a beak. What's big and has a beak? The famous character <font color='#0a9ce6'><b>Big Bird</b></font>.,level12 radical
Crab,其,This looks a bit like the clam radical (貝) but it's spikier and crazier looking. What's another shelled creature that's more out there than a clam? That would be a <font color='#0a9ce6'><b>crab</b></font>.,level12 radical
Early,早,"This radical is the same as the kanji 早, which you learned earlier. We'll use the same meaning as well: <font color='#0a9ce6'><b>early</b></font>.",level12 radical
Excuse,免,"This radical consists of some legs carrying off the sun in an enclosure. Those legs are yours. When the police stop you, though, what's your <font color='#0a9ce6'><b>excuse</b></font>? Come up with one and say it out loud, starting with 'My excuse is...'",level12 radical
Injustice,非,"No matter which way you look, there's spikes everywhere. You're being punished for something you didn't do, and that punishment is to be put in a room covered in spikes. You have suffered quite the <font color='#0a9ce6'><b>injustice</b></font>.",level12 radical
Jackhammer,示,"Do you see the handles on the top and the barb on the bottom? It's a <font color='#0a9ce6'><b>jackhammer</b></font>. How can you tell? The two diagonal lines on the side show the motion of the <font color='#0a9ce6'><b>jackhammer</b></font> going up and down really fast, doing what <font color='#0a9ce6'><b>jackhammers</b></font> do. BBBHHRZHHHHRHHRZHZHHZH JUJUJUJUJU.",level12 radical
Someone,者,"This radical is the same as the kanji 者, which you learned earlier. We'll use the same meaning, as well: <font color='#0a9ce6'><b>someone</b></font>",level12 radical
Tie Fighter,亜,This radical looks just like a <font color='#0a9ce6'><b>tie fighter</b></font> as seen from above / below / the front. Vrroozooomm!,level12 radical
Tofu,<img src="tofu.png" />,"See the 'T' and 'F' that makes up this radical? Those letters stand for <font color='#0a9ce6'><b>tofu</b></font>, our favorite fermented bean blocks.",level12 radical
Younger Brother,弟,"This radical is the same as the kanji 弟, which you learned earlier. We'll use the same meaning as well: <font color='#0a9ce6'><b>younger brother</b></font>.",level12 radical
Books,冊,"If you put a bunch of <font color='#0a9ce6'><b>books</b></font> into a shelf, they'd kind of look like this, no?",level13 radical
Central,央,"This radical looks just like the kanji <font color='#e20096'><b>central</b></font>. So, we're going to name this radical <font color='#0a9ce6'><b>central</b></font> as well.",level13 radical
Circle,丸,This radical looks just like the kanji you've learned already (丸). It also has the same meaning: <font color='#0a9ce6'><b>circle</b></font>.,level13 radical
Correct,正,"This radical looks just like the kanji 正, so it has the same meaning, too: <font color='#0a9ce6'><b>correct</b></font>",level13 radical
Creeper,<span style="font-family:'MingLiU_HKSCS-ExtB'">𠮛</span>,Do you see the little mustache on top of the mouth? It's one of those creepy mustaches... sort of a John Waters sort of deal. That's why this radical is called <font color='#0a9ce6'><b>creeper</b></font>.,level13 radical
Diamond,原,"Something small and white is inside a cliff. Technically they're clear, but when I think of small white things in cliffs or mountains I think of diamonds. That's why this radical is <font color='#0a9ce6'><b>diamond</b></font>.",level13 radical
East,東,"Looks just like the kanji you learned before, 東. It also means the same thing: <font color='#0a9ce6'><b>East</b></font>.",level13 radical
Fish Stick,忄,This <font color='#0a9ce6'><b>stick</b></font> has fins on it. Why? Because it's a <font color='#0a9ce6'><b>fish stick</b></font>.,level13 radical
Fruit,果,"Everything's about rice in Japan and ancient China. So, the rice paddy that is on the tree isn't rice, of course, it's another kind of food, it's <font color='#0a9ce6'><b>fruit</b></font>.",level13 radical
Hundred,百,This radical looks just like the kanji <font color='#e20096'><b>hundred</b></font> which is why we're going to call this radical <font color='#0a9ce6'><b>hundred</b></font> as well.,level13 radical
Idea,意,This radical looks just like the kanji you learned earlier (<span lang='ja'>意</b></font>) and has therefore has the same meaning as well: <font color='#0a9ce6'><b>idea</b></font>.,level13 radical
Products,品,Three boxes are stacked up on top of each other. These are <font color='#0a9ce6'><b>products</b></font> waiting to be shipped out.,level13 radical
Roof,亼,"This radical looks just like a <font color='#0a9ce6'><b>roof</b></font>, does it not?",level13 radical
Shrimp,尺,"Kind of a stretch, but this radical has a little head and a couple shrimpy legs on it, which is why we're calling this one the <font color='#0a9ce6'><b>shrimp</b></font>.",level13 radical
Somebody,身,This is the same as the kanji <font color='#e20096'><b>somebody</b></font>. That's why we're calling this radical <font color='#0a9ce6'><b>somebody</b></font> as well.,level13 radical
Womb,坴,"This radical is made up of a slightly modified 'previous' kanji and a 'grave' radical. What is your 'previous grave'? Hint: It's the place you were dead in before you were alive. That's your mother's <font color='#0a9ce6'><b>womb</b></font>, at least until your parents gave you life. That's why this was your previous grave... your womb!",level13 radical
Bar,㦮,There are two drunkards here. That makes this radical a <font color='#0a9ce6'><b>bar</b></font>.,level14 radical
Now,今,You know this radical because you know the kanji that looks exactly the same. The kanji is <font color='#e20096'><b>now</b></font> and the radical is also <font color='#0a9ce6'><b>now</b></font>.,level14 radical
Part,分,This is the same as the kanji you learned earlier: <font color='#0a9ce6'><b>part</b></font>.,level14 radical
Pool,匀,See the enclosure with the drop (of liquid) inside? What kinds of things to you fill with drops of water? Imagine this is a swimming <font color='#0a9ce6'><b>pool</b></font>.,level14 radical
Public,公,You know this radical because you know the kanji that looks exactly the same. The kanji is <font color='#e20096'><b>public</b></font> and so the radical is also <font color='#0a9ce6'><b>public</b></font>.,level14 radical
Well,井,Think of this radical like a map you're looking down on. There are four streets going through this small town. Right in the middle is the most important thing - the <font color='#0a9ce6'><b>well</b></font>. Everyone goes through the four streets to get to the <font color='#0a9ce6'><b>well</b></font> and get the water they crave.,level14 radical
Cemetery,去,Here is a grave pile. Where do grave piles (usually) exist? In a <font color='#0a9ce6'><b>cemetery</b></font>.,level15 radical
Grass,⺍,"Don't confuse this with flowers. Grass is closer together, and a little bushier, like this. It's also more random and squished down in parts. If you see a bush of lines like this, it's probably going to be <font color='#0a9ce6'><b>grass</b></font>.",level15 radical
Height,丈,"This looks like a doll radical, but it's falling apart. Because it's falling apart, it's losing its <font color='#0a9ce6'><b>height</b></font> and becoming shorter.",level15 radical
Man,男,This radical is the same as the kanji <font color='#e20096'><b>man</b></font> making it <font color='#0a9ce6'><b>man</b></font> as well.,level15 radical
Paragraph,句,"When you enclose the things that come out of your mouth, you're putting them on a piece of paper and you're also enclosing those words in <font color='#0a9ce6'><b>paragraph</b></font>s as well.",level15 radical
Saw,巩,"You're constructing a table. On the table is a drop of blood, which is your blood. This is from cutting yourself on the <font color='#0a9ce6'><b>saw</b></font> that you're using to make the table. Imagine yourself cutting yourself with the saw by accident. Ouch!",level15 radical
Walk,歩,This radical is the same as the kanji it looks like: <font color='#0a9ce6'><b>walk</b></font>.,level15 radical
Glue,付,"This kanji is the same as the kanji <font color='#e20096'><b>attach</b></font>. Because the word 'attach' is so terrible when it comes to creating mnemonics, let's change it to mean <font color='#0a9ce6'><b>glue</b></font>. After all, glue attaches one thing to another thing, so I think it's pretty appropriate.",level16 radical
Robot,面,"This radical looks like a <font color='#0a9ce6'><b>robot</b></font> head. It has an antennae on top, plus a strange face which is made up of several sensors all in a row. That's why we're calling this one 'robot.'",level16 radical
Squid,㑒,"See the squid shape here? There's its head, its body, and its tentacles (two, anyways). Pretty <font color='#0a9ce6'><b>squid</b></font>-like if you ask me!",level16 radical
